label,mfccs_mean,mfccs_var,total-mfccs_var,chroma-stft_mean,mel-spectrogram_mean,tonnetz_mean,spectral-bandwidth_mean,spectral-rolloff_mean,rmse_mean,spectral-flatness_mean,pitch_mean,envelope_mean,zcr_mean,spectral-contrast_mean,temporal-centroid,harmonic-to-noise-ratio,spectral-centroid_mean,tempo,poly-features_mean,rms-energy_mean,crest-factor
Pride,-0.029535491436314936,1.104704129206781,1.1047041292067794,-1.9446552429019786,1.089242064234374,1.3464101002365738,-0.2121337794822389,0.3534852940116885,1.2175261084177569,0.47390984886680587,0.32932633265728767,0.9963588744370571,0.5487849838269141,1.2950004702375293,-0.49507499546731604,0.2807635154783842,0.7481127882257562,-1.6890730756555103,1.2301500887757602,1.2175261084177569,-1.0008806133086339
Frustration,-0.6248396332356442,0.43530217008138644,0.4353021700813851,0.3362774977442008,-0.09182643922898964,0.6063396205659256,0.3948149786509426,0.47421285355493237,-0.0840082105089426,-0.07021155021807873,0.21590205412325308,0.27282582168703273,0.6721932553436187,0.3746925826015029,-0.8894575238289678,-0.3857671219524917,0.32161795233972107,0.26744847855703413,0.07153780168909282,-0.0840082105089426,-0.3606024511091187
Joy,-0.24023309024746953,0.2764804590363196,0.27648045903631846,-0.2581240893756806,-0.27000691727555837,1.1148574206490216,0.20048373261313263,1.0248514522802203,-0.1502787056412584,-0.3191605367068831,0.9361713832601396,0.33849015201457194,1.203433931173923,0.5199941883757191,-0.6210164256550079,-0.14516557312440598,1.3148592484042827,-0.48848030375235785,-0.08664779636275771,-0.1502787056412584,0.34955116050208734
Pride,-0.38715668089656885,-0.23001533835660432,-0.2300153383566056,-0.7441289542172428,-0.42369954996024406,-0.9056284417029279,0.4804241255172406,-0.4324835290764091,-0.21802482883002938,-1.0108329840035903,-1.067012723170597,0.318212164185499,-0.9136079498446814,0.4333836529704867,-0.5811593941067963,1.100140175198813,-0.9084732330375509,1.4553365650432217,-0.41923872023464137,-0.21802482883002938,-0.3958588943963393
Neutral,-0.872729022214469,-1.6077953591520817,-1.6077953591520828,0.861644852040681,-1.1976949471431146,0.11388904612390872,1.814878840676301,1.346898814166062,-1.5093313978131158,-0.975812441686414,0.7901088086688525,-1.6319399161167296,1.182438093231571,-0.9582878640804163,-0.1398337457316415,-0.31698073242970476,0.7801091970882629,0.7871495163947412,-1.522186010258544,-1.5093313978131158,2.059834146808908
Frustration,-1.086693324833438,-0.019556345429082054,-0.019556345429083265,-1.8399478293579623,-0.7089206061284826,-0.434378828022614,-0.28405825033905296,-0.793636899623624,-0.4898014390939776,-0.9122537999699194,-0.7820505175045529,0.5357851515150599,-0.6308542416546802,0.2363621207361611,-0.6807905111986057,-0.04825436502321461,-0.8842457016912981,0.7871495163947412,-0.5847656950868632,-0.4898014390939776,-0.13230392385621267
Shame,1.697639771506134,-1.2985798191956563,-1.2985798191956577,-1.117297579333964,-0.27329833297403483,-0.8337257992549107,0.013946515746100308,-0.5621209977883409,-0.47390282959035346,-0.6323264446440655,-0.32914569112841785,-1.2431603982854407,-0.2021590135341208,1.0650261239814067,-1.177224184197248,-0.09059634582239307,-0.6486409597387378,-1.8113556727937943,-0.5865835765663315,-0.47390282959035346,0.03823695777065964
Joy,-0.6841114297093658,0.2750126713019149,0.2750126713019137,-1.0316323979442994,-0.33547521665863006,-0.14846578711928382,-0.24961154253968407,-0.9268009690052731,0.012147606933118688,-0.7002519467555997,-0.9863134219063199,0.8611765399654681,-0.7650528684543352,0.07876989058105577,-0.6269153850537619,0.07558548624024751,-1.0638305115357483,-0.48848030375235785,-0.08848110601815172,0.012147606933118688,-0.8488469053061263
Shame,1.016014714825026,0.76394570157081,0.7639457015708088,-0.22091146360120856,2.238359825762821,-0.2655423733526438,-1.0050647269442339,-0.6550126779963293,1.624737325135944,1.5341201700194083,-0.5778848395320276,0.40186141821340177,-1.0629508203985603,-0.597262499352945,-0.44819303021099716,4.506561557014538,-0.5873967623828903,-0.48848030375235785,1.6625556052684134,1.624737325135944,-1.3027820925219251
Neutral,1.2493849045775298,-1.7261787144633345,-1.7261787144633356,1.0525558655642286,-0.9986533528787361,-0.39341072353202095,0.47651407640778237,1.2037140640062642,-1.2940588822237884,-0.9240310805913223,1.4351005806400805,-1.545796055969929,1.3057552007125377,1.4934013885963109,1.692139958226935,0.20059732669165972,1.2556923251458365,2.3462526299078625,-1.2765488958185582,-1.2940588822237884,0.981515805415785
